Date,SP500_Close,SP500_Volume,VIX,Dist_MA50,Dist_MA200,Dist_52w_High,RSI,Dist_Local_Min,VIX_Ratio,VIX_Trend_20d,SP500_Trend_20d,Realized_Vol_10d,Yield_Curve,Yield_Curve_Change,Jobless_Ratio,Credit_Spread,Dollar_Change,Fed_Rate,label_daily,Return_1w,Return_4w,Volume_Ratio,label,Phase,event_name,category,week_relative
2000-03-17,1464.469970703125,6190300000,22.54800033569336,0.043504128527083706,0.07104922263634446,-0.0032533804981282966,68.86260160993652,0.0983305234834936,0.9754511049913503,-0.1392481309130681,4.260600016887916,0.30529083100303595,-0.21600000000000003,-0.19,0.9401120922377318,5.33,0.004232134989777592,5.85,0.0,0.04974662711261835,0.08794360547117752,1.150102997972554,0,2,Dotcom Crash,Grey Swan,10
2000-03-24,1527.4599609375,5192200000,22.3439998626709,0.0832526963616138,0.11343301101271254,0.0,72.08850242984497,0.13308846527273824,0.9675811845131111,-0.07535637963087095,8.505735010132714,0.3241881385665682,-0.392,-0.35,0.9463503044444252,5.482,-0.003697521732022535,5.85,0.0,0.04301214193154945,0.1455720718473188,0.9723403059982396,0,2,Dotcom Crash,Grey Swan,11
2000-03-31,1498.5799560546875,5342800000,24.61400032043457,0.05893883933601212,0.0885426084712175,-0.018907209106212505,72.08731807171498,0.10545725310369278,1.0673835008328916,0.10421507785194765,9.265511924342029,0.24930453034824435,-0.44399999999999995,-0.36,0.9502523178664756,5.662,-0.010115071557569744,5.85,0.0,-0.018907209106212464,0.06344863240141718,0.997325991086637,0,2,Dotcom Crash,Grey Swan,12
2000-04-07,1516.3499755859375,5547060000,26.220000076293946,0.0647215196390426,0.09814329507249053,-0.007273503486627296,66.8149641102772,0.1156604851180022,1.1320268031713243,0.20440904373513077,5.720502580915134,0.14724338564718548,-0.4640000000000001,-0.36,0.9346726665777597,5.886,-0.00021883744632922308,6.02,0.0,0.011857905518790623,0.08693473013269637,1.02478381535247,0,2,Dotcom Crash,Grey Swan,13
2000-04-14,1356.56005859375,5312700000,29.022000122070313,-0.05109196576516698,-0.019414369242963418,-0.1118850292081357,18.186650622120766,0.0,1.2274736602703715,0.34049772850552856,-3.0839315084587087,0.18694493517751307,-0.458,-0.12,0.9495275195393644,5.89,0.0019772534978483858,6.02,0.0,-0.10537799292042893,-0.07368530203290202,0.9770334519062469,0,2,Dotcom Crash,Grey Swan,14
2000-04-21,1434.5400390625,4211700000,26.985000610351562,0.0034123073906997207,0.036445888160700324,-0.06083296731258939,40.02555332259739,0.05748361819644487,1.1178028559591535,0.3493815934747678,-5.963577981819825,0.4102424132149025,-0.3325,0.04999999999999999,0.9237104583088476,5.8374999999999995,0.007187582278902482,6.02,0.0,0.057483618196444874,-0.06083296731258936,0.7753058898083365,0,2,Dotcom Crash,Grey Swan,15
2000-04-28,1452.4300537109375,5035000000,26.394000244140624,0.011651343117690739,0.04830372540777818,-0.0491207030922839,40.89926329554452,0.07067139748797348,1.0852535402379382,0.12267820860210184,-3.644681772791366,0.43984241221210113,-0.382,0.010000000000000009,0.9812121700504306,5.764,0.03270780198662404,6.02,0.0,0.012470906465691156,-0.030795755780191336,0.944660440538222,0,2,Dotcom Crash,Grey Swan,16
2000-05-05,1432.6300048828125,4700700000,28.861999893188475,-0.007273230164895545,0.03316259485299175,-0.06208343163148072,63.16316438952819,0.05607561995295574,1.1671470230511987,0.01271729605538478,-2.182811398613786,0.2601164859940754,-0.362,0.12,1.0443478560346422,5.772,0.045208019022130896,6.27,0.0,-0.01363235962897913,-0.05521150924988438,0.9054508208760088,0,2,Dotcom Crash,Grey Swan,17
2000-05-12,1420.9599609375,4502400000,28.162000274658205,-0.018615228413865356,0.023734530942759763,-0.06972359519959799,48.323911769100796,0.04747294595309612,1.1174715411193454,0.01127216855386082,-0.4357505396793386,0.22150081981778,-0.358,0.06,1.0565291985487613,5.782,0.03255699061331052,6.27,0.0,-0.008145888265314594,0.047472945953096035,0.9039929164734157,0,2,Dotcom Crash,Grey Swan,18
2000-05-19,1406.949951171875,4292200000,24.51599998474121,-0.03211354106623387,0.01140989311919736,-0.07889569144035716,38.789316754878115,0.017280576624107476,0.9678652664734788,-0.028267680576869875,-1.62348109654021,0.24358327618036374,-0.40199999999999997,0.040000000000000036,0.9993129384618193,5.824,0.03128248889743568,6.27,0.0,-0.009859538727876371,-0.019232706748746886,0.8817046591359615,0,3,Dotcom Crash,Grey Swan,19
2000-05-26,1378.02001953125,4598300000,25.047999954223634,-0.05129381451759283,-0.010999194630009292,-0.0978355866785072,41.20985843645358,0.0030279899145785024,0.9863351806521934,-0.20802406224989428,-2.4970676508165432,0.2485671221410935,-0.35,0.09000000000000002,1.0150444081928585,6.052,-0.0001414054920321206,6.27,1.0,-0.020562161160408543,-0.051231406283263614,0.96299325184306,1,3,Dotcom Crash,Grey Swan,20
2000-06-02,1477.260009765625,3927200000,22.77750015258789,0.01908408637598419,0.05857766899702606,-0.032864986615468515,59.8282271132148,0.07526241794399671,0.8912598668879177,-0.3337556591607581,0.1637056508458522,0.27731516542062123,-0.385,-0.06,1.015596830055453,6.1850000000000005,-0.020284761804851392,6.53,0.0,0.07201636320794003,0.03115249906165629,0.8588690056369293,0,3,Dotcom Crash,Grey Swan,21
2000-06-09,1456.949951171875,4283600000,22.629999542236327,0.008963639119412952,0.04197151183027391,-0.04616160918702477,60.888497110932946,0.06047920945819692,0.8861849583724799,-0.25178649300023187,1.9976242180157127,0.2467042022557698,-0.398,-0.03999999999999998,1.0504604556793669,6.182,-0.025692216835421666,6.53,0.0,-0.013748465713203983,0.025327941126947806,0.9639307925774449,0,3,Dotcom Crash,Grey Swan,22
2000-06-16,1464.4599609375,4901900000,21.329999923706055,0.01621094196297046,0.044938404660027575,-0.04124494363919881,70.75488509890955,0.06594556690779046,0.8360382178420434,-0.20495640862257009,5.074871688498546,0.17865960370861977,-0.394,-0.020000000000000018,1.0239289888619587,6.1579999999999995,-0.0401290532102857,6.53,0.0,0.0051546106711384265,0.04087566136785736,1.0820583146851797,0,3,Dotcom Crash,Grey Swan,23
2000-06-23,1441.47998046875,4833100000,21.29199981689453,0.0024234997122730673,0.02628554292505742,-0.056289515056079494,42.22143145036837,0.04605155225472462,0.8398891779037886,-0.20209324284603775,2.3789621453535785,0.15930664411336398,-0.386,-0.03999999999999998,1.0540316020870792,6.087999999999999,-0.025367105626168174,6.53,0.0,-0.015691777912479776,0.04605155225472468,1.0728480496345667,0,3,Dotcom Crash,Grey Swan,24
2000-06-30,1454.5999755859375,5597200000,20.756000518798828,0.00888015272720319,0.03345912894552632,-0.04770009506949279,52.57607636047444,0.009101753263975996,0.8277485001038766,-0.09052026504860845,-0.7716305840284535,0.1610883327841392,-0.358,0.020000000000000018,1.0534369254327955,6.0840000000000005,-0.009120481772421196,6.53,0.0,0.009101753263975887,-0.015339232112079326,1.212305643019393,0,3,Dotcom Crash,Grey Swan,25
2000-07-07,1478.9000244140625,3350200000,20.28749990463257,0.02504439394479887,0.048629101299131026,-0.03179129912749605,53.783286415247126,0.025959461423213107,0.8244362764720639,-0.10094733023105756,-0.49186965827658624,0.16071211849397296,-0.295,0.14999999999999997,0.9944563866867501,6.1975,0.006020962313458167,6.54,0.0,0.016705657387582784,0.015065770258293476,0.7489890648535507,0,3,Dotcom Crash,Grey Swan,26
2000-07-14,1509.97998046875,4807800000,19.96400032043457,0.04357370446509162,0.06664461385009339,-0.011443822369014122,71.9466789315762,0.047520604467725394,0.8329936344690676,-0.07482253081816521,1.4649403966458876,0.14774729361743946,-0.278,0.08000000000000002,1.0308252320592275,6.138,0.012025856592160267,6.54,0.0,0.021015589655562605,0.031083143783671385,1.0595906808120268,0,3,Dotcom Crash,Grey Swan,27
2000-07-21,1480.18994140625,4756600000,19.346000289916994,0.017354908951155726,0.04204905818558729,-0.03094681414905132,57.68051310647634,0.026854317411270628,0.8298521185067725,-0.12034736317799535,3.106342883576097,0.1341515453471612,-0.298,0.07,1.0550825011297067,6.0280000000000005,0.012467560023339708,6.54,0.0,-0.019728764253716835,0.026854317411270534,1.0437549372421662,0,3,Dotcom Crash,Grey Swan,28
2000-07-28,1419.8900146484375,5221900000,19.88400001525879,-0.024970906187343385,-0.002765106686234626,-0.07042406939625438,33.89770489212937,0.0,0.875478343626451,-0.05805264609200641,-0.5648278716812237,0.14407952561487444,-0.27599999999999997,0.07,1.0374890363898956,6.1,0.020778747123108454,6.54,0.0,-0.04073796549416131,-0.023862203712411212,1.1065603949958016,0,3,Dotcom Crash,Grey Swan,29
2000-08-04,1462.9300537109375,4937400000,19.979999923706053,0.0017594665109911482,0.02427139060731645,-0.042246545819084096,36.87783460745424,0.03031223448187756,0.9087602114071052,0.0013413356121318408,-3.389668170670819,0.1675452941021967,-0.258,0.040000000000000036,1.0282009630747069,6.322,0.01983439513249774,6.5,0.0,0.030312234481877587,-0.010798546513955398,1.0284616245856777,0,3,Dotcom Crash,Grey Swan,30
2000-08-11,1471.8399658203125,4677300000,18.948000335693358,0.0035220971735367766,0.027238758200601593,-0.036413389901919224,52.332961411402245,0.03658730650679146,0.8890983417226785,-0.011646613501068699,-1.4086001747533323,0.1508178708436821,-0.33799999999999997,-0.15000000000000002,1.0515874876948126,6.34,0.014175513799352002,6.5,0.0,0.006090456674106681,-0.025258622724651958,0.9800138810680565,0,3,Dotcom Crash,Grey Swan,31
2000-08-18,1491.719970703125,4353300000,17.681999588012694,0.015582708102941838,0.03864359246178391,-0.02339831560130655,72.04399155381965,0.05058839439227445,0.8514617724106287,-0.09536542390522254,2.5133976298167204,0.12618573545603023,-0.4779999999999999,-0.18,1.0721546159146613,6.362,0.011678413617896233,6.5,0.0,0.013506906555382558,0.007789560632955661,0.9237355344719204,0,3,Dotcom Crash,Grey Swan,32
2000-08-25,1506.449951171875,3944100000,17.154000091552735,0.022871774448052478,0.04645981197319248,-0.01375486775622571,62.24605507195588,0.05285044165953794,0.8505617168719833,-0.18670979205827112,3.733465989191716,0.11184861857397403,-0.47400000000000003,-0.2,1.071137577237836,6.4159999999999995,0.006565715558949581,6.5,0.0,0.009874494381010956,0.06096242358945636,0.8752850318736373,0,3,Dotcom Crash,Grey Swan,33
2000-09-01,1520.77001953125,4171900000,17.09800033569336,0.029697013294407503,0.05434820243369067,-0.004379781845243233,66.09359909392461,0.04144497143040575,0.8685294680530247,-0.15032481544896223,2.5424359543879005,0.0760118736262925,-0.438,-0.16999999999999998,1.042029287353879,6.37,-0.002566627985216563,6.52,0.0,0.009505837447991716,0.03953706855197403,0.9052055448423256,0,3,Dotcom Crash,Grey Swan,34
2000-09-08,1494.5,3780100000,19.62249994277954,0.009255983950449959,0.03497344751132943,-0.021578281447894948,51.320550347214166,0.01539571876420559,1.0104319645789415,0.005648529439940327,1.2752931523143753,0.10012626046572388,-0.3875,0.020000000000000018,1.0008046346714328,6.35,0.016278300381486144,6.52,0.0,-0.017274156640296745,0.015395718764205535,0.8437111147070804,0,3,Dotcom Crash,Grey Swan,35
2000-09-15,1465.81005859375,5241200000,18.41800003051758,-0.011899151115042556,0.013789784063523816,-0.04036105948460443,32.87262063998354,0.0,0.9570495687684641,0.10127519793976485,-1.3445466694079398,0.10199108519709563,-0.318,0.26,1.0223907053406307,6.318,0.03071476901654302,6.52,0.0,-0.019197016665272626,-0.01736915280229323,1.154220528970028,0,3,Dotcom Crash,Grey Swan,36
2000-09-22,1448.719970703125,5382300000,20.128000259399414,-0.021167692359439737,0.0013645606336279842,-0.0515496263391724,22.11473591313073,0.0029144560501751563,1.0556201582154165,0.15325864203890435,-3.9259377386337286,0.11169099270576359,-0.20400000000000001,0.22000000000000003,1.0244543771087877,6.428,0.014512445997762358,6.52,0.0,-0.011659142185871385,-0.038321870848640915,1.1800830967232703,0,3,Dotcom Crash,Grey Swan,37
2000-09-29,1436.510009765625,5667000000,20.999999618530275,-0.02541210186024819,-0.007523485076682755,-0.05954326365193441,32.74003812043564,0.006967806592603184,1.0996436329207397,0.16810374238437237,-4.400105365953964,0.13642449933342615,-0.21600000000000003,0.27,0.9474205053475195,6.622,0.010838884388470804,6.52,0.0,-0.008428102866266163,-0.055406148650666176,1.2181464484163236,0,3,Dotcom Crash,Grey Swan,38
2000-10-06,1408.989990234375,5642900000,21.672000122070312,-0.04175919797503827,-0.026586742063232145,-0.07756011531091944,38.110881211776515,0.0,1.1299520021195257,0.16723759041692945,-3.290295134809705,0.16420126418106712,-0.144,0.22,0.9595268144532445,6.798,0.009105426861297339,6.51,0.0,-0.019157555007737193,-0.05721646688900972,1.1822915029803995,0,3,Dotcom Crash,Grey Swan,39
2000-10-13,1374.1700439453125,5760600000,26.7120002746582,-0.06132245632195904,-0.04918598143068201,-0.10035609502857519,36.300292953894186,0.03338147187539645,1.3649190972122258,0.3088421034275137,-4.837307624530092,0.19592317347250732,-0.148,0.12000000000000001,1.0139460756122085,7.095999999999999,0.0032518561648267053,6.51,0.0,-0.024712699543926853,-0.06251834206701645,1.164048587904552,0,3,Dotcom Crash,Grey Swan,40
2000-10-20,1396.9300537109375,6083900000,26.536000061035157,-0.0391362456060659,-0.03251061802521196,-0.08545553439348284,42.39022681470913,0.050497091951041156,1.3123066107591672,0.4475564159307261,-4.923148661448558,0.2902168069507065,-0.172,0.03999999999999998,0.9808102404048504,7.5,0.024608991536122282,6.51,0.0,0.01656273171279432,-0.03574874236533898,1.1663387642913114,0,3,Dotcom Crash,Grey Swan,41
2000-10-27,1379.5799560546875,5911100000,26.142000198364258,-0.04422103715020106,-0.04347787113642729,-0.09681432486914358,45.627348762630355,0.0374497478234384,1.2635246639157498,0.33184662983829777,-2.931014578683093,0.30522087988144736,-0.21800000000000003,-0.04000000000000001,0.9683773363414376,7.609999999999999,0.026270955987981015,6.51,0.0,-0.01242016206191543,-0.03963080892156534,1.0878716145491856,0,3,Dotcom Crash,Grey Swan,42
2000-11-03,1426.68994140625,5925100000,24.19199981689453,-0.0060836831357250635,-0.010269527729514744,-0.06597228216011697,62.6168865625782,0.07287664874965553,1.1420322500549251,0.03845711528806731,2.9107342024494347,0.2323326936849332,-0.156,0.05,0.9887764964003427,7.742,0.006874506941596081,6.51,0.0,0.0341480645212382,0.012562155369840955,1.0391699057966726,0,3,Dotcom Crash,Grey Swan,43
2000-11-10,1365.97998046875,4794600000,26.16400032043457,-0.04155126878304132,-0.05259944183177549,-0.1057179792586114,42.14217107601032,0.017770242449813907,1.2044442039701821,-0.15462406904177603,2.728833283159047,0.18978088826149714,-0.11599999999999999,0.009999999999999995,1.0845363872576084,7.773999999999999,0.007149292088268533,6.51,0.0,-0.04255301672461487,-0.005960007287779567,0.8492123761554214,0,3,Dotcom Crash,Grey Swan,44
2000-11-17,1367.719970703125,5341600000,26.375999450683594,-0.03145431502224153,-0.050740385953133835,-0.10457883958957087,42.05524631899129,0.012181194454466958,1.1720368539695143,0.06775938937538498,-0.9110082640683987,0.20800994847676685,-0.166,0.03,1.0399520357551644,7.932,0.006834249508756107,6.51,0.0,0.0012738036129766872,-0.02091019727882304,0.9469494845634966,0,3,Dotcom Crash,Grey Swan,45
2000-11-24,1341.77001953125,3460970000,26.94000005722046,-0.04192077781747135,-0.06764947471870607,-0.12156779631217318,30.813397393112652,0.014678328439080188,1.1604272396425046,0.08292481020877189,-4.641691141917332,0.2274360047181146,-0.21000000000000002,-0.020000000000000018,1.083140092849016,8.265,0.008274036691690023,6.51,0.0,-0.018973146351394243,-0.027406846814131747,0.6450900111997059,0,3,Dotcom Crash,Grey Swan,46
2000-12-01,1315.22998046875,4758130000,27.837999725341795,-0.05257157918004801,-0.08514446532832669,-0.13894307274574377,37.48583764675569,0.00021295814082158767,1.1636720021289932,0.15735186096420803,-5.803473221628342,0.20159558914861386,-0.158,0.03,1.1504963856568202,8.732,-0.00015740105411576888,6.4,0.0,-0.019779871867886767,-0.07812486630951987,0.9055343039299648,0,3,Dotcom Crash,Grey Swan,47
2000-12-08,1369.8900146484375,5888900000,25.118000030517578,-0.006996654551049197,-0.04719220826057848,-0.10315815164958676,50.43742036892226,0.04178110613837452,1.0226668854770948,-0.0016451185986513877,-1.4039838059504595,0.2626459799019203,-0.1,-0.03,1.0805102472787198,9.1,-0.009798667057823507,6.4,0.0,0.04155929760680066,0.0028624388611799834,1.1173243715655188,0,3,Dotcom Crash,Grey Swan,48
2000-12-15,1312.1500244140625,6103300000,24.68599967956543,-0.043228563359711945,-0.08697097756690643,-0.14095946344235957,42.48511493230527,0.0,0.9872521529587018,-0.13172781521216417,0.4850324358258939,0.2823875810287577,-0.174,0.010000000000000009,1.021263631715446,8.934000000000001,-0.022633533553531926,6.4,0.0,-0.04214936207794251,-0.04062962264161052,1.157470776626991,0,3,Dotcom Crash,Grey Swan,49
2000-12-22,1305.949951171875,6473400000,28.763999938964844,-0.0419017818982506,-0.08990313804552216,-0.14501853759208858,46.820030874754785,0.03258374152450354,1.125769421878225,-0.04084511090042071,-2.469082618656063,0.2511672613947905,-0.134,0.15000000000000002,1.1147533170822992,8.974,-0.0411656451357969,6.4,0.0,-0.004725125272894148,-0.026696131108883137,1.2115098488747484,0,3,Dotcom Crash,Grey Swan,50
2000-12-29,1320.280029296875,3950000000,27.572499752044678,-0.0293623007272449,-0.0789707295183233,-0.13563689847128,39.23253049906501,0.0439141954009121,1.0563138253509252,0.1253646513573205,-2.615135892710337,0.26977693687355814,-0.0225,0.14,1.1275362523402446,9.0275,-0.03247039370152727,6.4,0.0,0.010972915242380532,0.003839669793966438,0.7750626059272667,0,3,Dotcom Crash,Grey Swan,51
2001-01-05,1298.3499755859375,6571900000,28.057499885559082,-0.041013764821789325,-0.09220121712206153,-0.1499941021111565,43.5737893375485,0.026574620563183167,1.0596624049086156,0.24428195057058655,-2.6458432764039275,0.35708387647535494,0.225,0.47,1.0796430339885505,9.18,-0.024505528541487354,5.98,0.0,-0.016610153319229215,-0.05222319916016016,1.2356621431693937,0,3,Dotcom Crash,Grey Swan,52
2001-01-12,1318.550048828125,6290500000,26.995999908447267,-0.020571267491654454,-0.07471451040750311,-0.13676948493049443,58.226957168949724,0.04254634075718457,1.0162140285473809,0.11973534347419398,0.2828124082178223,0.356203818477251,0.36,0.51,1.0223537899160227,8.722,-0.024180696817439395,5.98,0.0,0.01555826519969794,0.004877509655895063,1.1569506932646085,0,3,Dotcom Crash,Grey Swan,53
2001-01-19,1342.5400390625,5407600000,24.205000400543213,0.0026376543660815398,-0.055757398841832034,-0.12106367865872097,51.72601363226119,0.06151465868783631,0.9160555131840888,-0.20960335623949122,2.173437408217789,0.2586933345485078,0.385,0.6,0.9589638699269085,8.3025,-0.010494410740499727,5.98,0.0,0.01819422042848995,0.028017986338443768,0.9519641103404144,0,3,Dotcom Crash,Grey Swan,54
2001-01-26,1354.949951171875,6061600000,22.411999893188476,0.014610293156729732,-0.04457631986848166,-0.11293913698382284,76.28161017919473,0.05585724792885607,0.8550809008010107,-0.334608998406203,2.595496339726284,0.11103449103776611,0.504,0.5,1.0253813489640429,8.082,0.011043086965758286,5.98,0.0,0.009243606706911267,0.02625952154518596,1.037341273915871,0,3,Dotcom Crash,Grey Swan,55
2001-02-02,1349.469970703125,5665400000,22.162000274658205,0.010939341841631249,-0.04749867243799187,-0.1165267796120372,62.47576717575299,0.0413701989085019,0.8526261346612902,-0.3854075109151977,3.9256008979969015,0.11163072566290247,0.546,0.26,1.0679149266796066,7.895999999999999,0.0052821109787453135,5.49,0.0,-0.004044415414761637,0.03937304738972047,0.9741959474418415,0,3,Dotcom Crash,Grey Swan,56
2001-02-09,1314.760009765625,5413600000,21.86599998474121,-0.015036798782764297,-0.07024084417322116,-0.13925075393879877,39.429012699510345,0.0,0.8508526539334328,-0.23235188132838241,0.4522854683094092,0.12864170852531842,0.426,-0.010000000000000009,1.0965093916913793,7.636,0.016693171469569945,5.49,0.0,-0.02572118067911866,-0.0028743990915387485,0.9449055286468561,0,3,Dotcom Crash,Grey Swan,57
2001-02-16,1301.530029296875,5675500000,21.440000534057617,-0.023771407676836217,-0.07746396459851992,-0.14791217931627965,30.282035970941052,0.0,0.8488761910968572,-0.0945759284227417,-2.840532850681437,0.14646633652861366,0.32999999999999996,-0.08000000000000002,1.0522263949755764,7.504,0.01187513203126489,5.49,0.0,-0.010062658105267741,-0.030546582278665135,1.008169002200457,0,3,Dotcom Crash,Grey Swan,58
2001-02-23,1245.8599853515625,4917900000,26.102499961853027,-0.05971298857861137,-0.11489817870760609,-0.1843583352673294,18.748900027908917,0.0,1.0419334811077587,0.07465603763895763,-6.283526565437073,0.16846479434195882,0.48250000000000004,0.05999999999999994,1.0250548192080666,7.58,0.011911780584734188,5.49,0.0,-0.04277276950374098,-0.08051217369760577,0.855212590209547,0,3,Dotcom Crash,Grey Swan,59
2001-03-02,1234.1800537109375,6059100000,27.1560001373291,-0.061929001036034416,-0.12041751206402719,-0.19200497212807976,27.519273981028093,0.0,1.0865453039609512,0.3078180387683375,-6.921731728001696,0.19083333611738884,0.51,-0.08000000000000007,1.0992196854062832,7.678,0.020821407781707046,5.31,0.0,-0.009374995407151698,-0.08543348091852465,1.06554234665166,0,3,Dotcom Crash,Grey Swan,60
2001-03-09,1233.4200439453125,5353200000,25.408000564575197,-0.05948881651543413,-0.11841054009126524,-0.19250253657170585,30.583277363854975,0.0,1.0148337517746533,0.34833083131259535,-4.637729547256873,0.16934793879959836,0.484,0.10999999999999999,1.0824437996939145,7.586,0.007805709318815968,5.31,0.0,-0.0006158013681551999,-0.061866778131480116,0.9612087830694956,0,3,Dotcom Crash,Grey Swan,61
2001-03-16,1150.530029296875,6790360000,29.189999771118163,-0.11260359846181611,-0.17431302174494537,-0.24676910772134344,24.485900387665552,0.0,1.1542524320711778,0.2668135214210447,-5.664974539620569,0.2931895864114824,0.516,0.22000000000000003,1.0916666863889684,7.790000000000001,0.028989716194982584,5.31,1.0,-0.0672033951899299,-0.11601730010146183,1.182560508317322,1,3,Dotcom Crash,Grey Swan,62
2001-03-23,1139.8299560546875,6797250000,31.19200019836426,-0.10919495692997647,-0.17717964620995727,-0.2537742492738724,31.98936344283001,0.01990909006506128,1.2241291119606452,0.23733834345537855,-8.023082578271875,0.3283461786468583,0.544,-0.009999999999999898,1.0800227121017527,8.206,0.026568636431024695,5.31,1.0,-0.009300125133393178,-0.08510589515960332,1.1651019630268997,1,3,Dotcom Crash,Grey Swan,63
2001-03-30,1160.3299560546875,6276900000,28.494000244140626,-0.08091934722748043,-0.15779649876666269,-0.23701155259995305,46.23046057400733,0.038252296641859314,1.1126632363432507,0.23131729584887414,-6.12731906059095,0.3029568055228268,0.6599999999999999,0.28,1.0331837576891427,8.128,0.04556978359381514,5.31,1.0,0.017985138828038094,-0.0598373774022658,1.061995638676325,1,3,Dotcom Crash,Grey Swan,64
2001-04-06,1128.4300537109375,6701390000,32.32600021362305,-0.08986258551032923,-0.17571894137028535,-0.2579877041113976,42.76050661460781,0.02282352477764559,1.2499117700079256,0.20949623997050085,-2.5103031015037844,0.33170287865938153,0.796,0.33999999999999997,1.052489164392144,8.536,0.025440174310729313,4.8,1.0,-0.027492095827823748,-0.0851210345978698,1.1037544573372093,1,3,Dotcom Crash,Grey Swan,65
